id,client_id,latitude,longitude,min_budget,max_budget,desired_area_min,desired_area_max,property_type,floors,rooms,has_parking,distance_to_city_center,hospital_nearby,police_station_nearby,fire_station_nearby,public_transport_accessible,created_at
36,726,34.45077,5.93145,79095,160320,100,152,Villa,3,2,True,14.2,True,True,True,False,2025-03-27 07:59:22
37,199,35.50743,0.7334,184946,366847,62,111,Apartment,2,1,True,18.9,False,False,False,True,2025-07-14 16:26:59
38,373,35.89496,3.61738,91194,254538,98,180,Studio,5,6,False,11.1,False,True,True,True,2024-08-15 15:16:47
39,751,36.23887,3.0451,155662,278868,67,95,Villa,2,2,False,19.9,True,True,False,True,2025-04-21 17:04:15
40,145,34.27689,2.79885,146436,422259,88,148,House,4,5,True,16.3,True,True,True,False,2024-08-28 12:21:50
41,702,34.82043,7.95376,58589,338252,70,95,Apartment,3,3,True,3.7,True,False,False,True,2025-05-24 12:09:40
42,886,34.4714,5.52776,145735,284840,96,131,Villa,3,5,True,5.0,True,True,False,True,2024-11-04 10:44:32
43,421,35.76424,2.83307,98368,202263,53,115,House,5,4,False,2.2,False,False,True,True,2024-09-04 12:01:06
44,183,36.27425,4.10788,50299,126440,82,161,House,3,4,True,15.8,False,False,True,True,2025-02-09 07:42:39
45,489,34.48028,6.95021,61115,157960,85,156,Studio,1,5,False,8.7,False,False,False,True,2024-08-13 00:38:19
46,832,36.91958,3.4047,138866,262614,54,106,Apartment,3,2,True,15.6,True,True,True,False,2025-06-05 23:16:47
47,329,34.84673,1.95686,168127,332836,41,84,Studio,2,1,False,1.5,False,True,False,True,2025-03-15 17:30:55
48,968,35.7741,0.63719,73544,373489,54,100,Apartment,4,1,False,3.9,True,True,False,True,2024-09-14 07:02:58
49,451,36.40143,2.28426,148031,395890,72,92,Villa,2,2,False,4.4,True,True,False,True,2024-10-13 10:08:23
50,855,35.52765,0.41294,194028,456109,55,121,Studio,2,3,True,7.2,True,True,False,False,2024-11-19 17:58:29
51,114,34.57978,1.89945,171574,290555,67,158,Apartment,4,1,True,1.7,False,True,True,False,2025-01-29 06:02:35
52,178,35.84428,3.98408,139851,268457,43,140,Studio,3,4,False,12.6,False,False,True,False,2025-05-12 06:50:23
53,620,34.99494,-0.79148,117314,217915,79,103,Villa,3,1,True,15.0,True,False,True,True,2025-04-19 17:06:21
54,570,35.79531,7.20071,88112,239215,58,115,Studio,4,5,False,13.9,True,False,True,False,2024-12-06 23:08:50
55,625,36.88399,4.85142,135925,262321,76,166,House,4,3,False,15.6,True,True,True,False,2025-01-24 18:14:46
56,944,34.50669,1.69695,106778,323771,47,113,Apartment,3,6,True,3.4,True,True,True,True,2025-06-08 04:22:31
57,195,35.88792,-0.48169,79197,133984,81,105,Studio,1,5,False,4.3,True,False,False,True,2024-10-16 04:19:28
58,184,36.22355,3.85682,179252,475027,57,156,Villa,4,2,False,6.5,False,True,True,True,2025-01-02 18:54:16
59,687,35.13649,3.19389,104907,230726,94,169,House,3,4,False,12.3,True,False,True,False,2024-12-30 14:08:26
60,314,35.99803,7.80975,110286,194049,77,166,Villa,4,5,True,2.1,False,False,False,False,2025-02-14 05:19:01
61,912,36.34506,2.48782,83383,198115,54,123,Studio,2,2,True,18.6,False,True,False,True,2024-12-18 12:19:16
62,994,34.46587,0.0162,63919,182134,76,102,Apartment,2,2,False,7.0,False,True,True,True,2024-09-13 01:35:22
63,624,35.90688,6.76756,179643,363302,75,99,Apartment,2,3,True,7.9,True,False,True,False,2024-07-30 15:03:25
64,461,34.83743,7.91869,199245,348955,65,120,Apartment,5,5,False,1.7,False,False,True,True,2024-08-16 07:31:19
65,320,36.36261,5.9187,62189,116921,55,143,Apartment,4,1,True,1.0,True,False,False,True,2025-06-17 12:02:06
66,489,36.20671,0.4465,133561,365125,88,125,Apartment,5,3,False,9.0,False,True,False,False,2025-07-09 08:36:27
67,706,36.56848,0.27973,124294,216176,62,114,Studio,2,4,True,10.4,True,True,False,False,2025-05-15 13:46:36
68,378,35.84754,0.3979,111940,209577,44,80,Villa,1,2,True,9.1,False,True,True,False,2025-07-11 07:05:48
69,954,34.18023,6.78114,72836,316889,65,118,House,4,6,True,17.8,True,False,True,False,2025-02-01 04:46:34
70,956,35.74586,0.29801,129615,427654,81,152,Studio,4,3,False,15.8,True,False,True,True,2024-09-24 17:29:31
71,371,34.50365,5.79442,73061,137684,49,147,House,4,6,True,16.0,False,True,True,True,2025-03-21 06:58:28
72,249,35.821,6.45901,74081,264424,47,77,Villa,4,4,True,10.2,True,True,False,True,2024-08-04 04:15:44
73,993,35.99844,1.3909,187025,422620,86,117,Apartment,5,1,False,8.1,True,False,True,False,2024-09-21 10:23:30
74,254,34.89233,7.99191,175334,302983,80,125,Studio,1,2,True,2.3,True,False,True,False,2025-05-07 19:04:50
75,378,34.09613,6.82349,80456,290513,74,148,Villa,1,5,False,14.3,False,False,False,False,2025-07-14 21:10:15
76,193,35.39277,6.80362,169538,379139,93,163,Villa,2,2,True,12.7,False,True,False,True,2024-12-25 17:53:43
77,506,35.12258,2.91186,121402,334642,67,163,Apartment,1,1,False,17.6,False,False,True,True,2025-01-13 02:48:37
78,344,34.19238,-0.86266,168520,384762,42,133,Apartment,4,1,False,5.0,False,False,False,False,2025-05-30 08:51:47
79,955,34.30234,5.11162,166930,276845,69,151,Studio,3,1,True,12.6,False,True,False,False,2024-10-31 19:09:58
80,315,35.42879,1.30024,76503,252997,97,176,Apartment,1,6,False,9.5,True,False,False,True,2025-05-27 08:40:59
81,633,34.24372,6.01327,184727,235029,62,152,Villa,3,4,True,13.1,False,True,True,False,2025-04-23 20:18:56
82,450,34.32372,0.18542,137696,388027,62,130,Studio,5,4,True,11.6,True,False,True,True,2025-03-23 13:43:24
83,141,36.81004,6.56383,129406,271670,60,159,House,1,3,True,19.6,False,True,True,False,2024-08-10 07:22:42
84,662,34.07716,7.27378,186524,367907,61,150,House,5,3,False,3.2,False,True,False,True,2025-07-12 11:59:27
85,570,36.87588,3.96773,150085,356669,55,141,Villa,2,2,True,6.2,True,False,False,False,2024-11-26 18:12:16
86,649,36.11744,5.13844,79029,318639,62,137,Studio,2,6,True,18.3,False,True,True,True,2025-02-26 00:50:28
87,119,34.18427,4.88312,70672,200043,89,126,Studio,4,3,False,16.3,True,False,False,False,2024-09-07 19:27:01
88,852,34.09711,-0.4141,185965,360011,69,145,Villa,1,5,True,2.4,True,False,True,True,2024-08-29 05:02:07
89,108,34.63017,7.17092,88386,156296,63,139,Apartment,5,3,False,3.6,True,False,False,False,2024-12-27 02:14:31
90,932,36.52838,0.38009,157104,320563,89,174,House,2,1,True,18.1,True,False,True,True,2025-02-09 11:49:35
91,607,34.64913,4.76278,159891,285103,62,134,Studio,2,4,True,11.1,True,False,False,True,2025-06-25 11:56:06
92,408,35.24461,4.81131,197731,411945,71,96,Studio,1,5,False,9.1,True,True,True,False,2025-07-15 18:35:21
93,232,36.78251,2.25325,57704,165720,40,138,Villa,5,6,True,5.3,True,False,False,True,2024-08-15 23:07:00
94,617,36.5256,6.52987,151545,349077,68,156,House,1,3,True,3.5,False,False,True,False,2024-11-04 13:43:04
95,326,36.55815,6.22574,150691,414523,85,178,Apartment,3,6,False,14.3,True,False,False,False,2025-03-19 23:44:54
96,749,34.66597,-0.82151,149852,222271,77,146,Villa,4,6,True,12.3,True,True,True,True,2025-03-12 02:05:24
97,225,36.90521,5.17209,63593,314389,55,128,House,4,3,False,4.7,False,True,False,False,2024-08-08 23:36:58
98,234,35.16431,4.95668,124907,230699,92,180,Villa,4,5,False,14.8,False,True,False,False,2024-09-25 04:27:22
99,223,35.23556,2.17881,50973,151900,48,141,Apartment,3,4,False,19.6,False,True,False,True,2025-04-28 01:43:55
100,761,36.84273,4.60675,93582,305735,57,85,Villa,3,5,False,10.1,True,False,True,False,2024-10-24 11:50:50
101,184,36.8551,5.42239,120472,382055,88,181,Villa,2,2,False,14.3,False,False,False,True,2025-01-24 06:36:55
102,279,35.98702,7.47978,83570,219700,42,140,Studio,5,3,False,9.4,False,False,False,True,2024-09-04 21:53:24
103,318,36.43397,4.9903,131931,267197,53,133,House,2,1,True,19.4,False,False,True,True,2024-07-28 02:56:33
104,936,35.25927,7.66884,179484,351916,79,159,Villa,4,2,True,9.3,False,True,False,True,2025-03-15 02:51:57
105,779,34.65574,1.0751,196727,459933,73,120,House,2,4,False,3.9,False,True,True,True,2025-06-02 18:54:51
106,596,34.78127,3.95255,196896,393152,94,151,House,3,2,False,19.4,True,False,True,False,2024-10-18 21:53:56
107,532,36.00217,0.27229,130974,420080,86,170,Apartment,3,4,False,9.6,True,False,False,False,2025-03-29 18:11:23
108,321,35.35772,1.841,136707,422060,97,155,Apartment,2,3,True,17.0,True,True,False,False,2025-06-27 20:32:58
109,399,34.29331,7.40794,116448,330299,61,122,Apartment,3,5,True,7.9,False,True,False,False,2025-01-10 15:11:30
110,703,36.50157,7.91612,75321,259141,98,180,House,4,4,False,5.0,False,False,False,False,2024-12-28 06:30:37
111,464,34.19153,0.44073,141490,368975,67,120,Apartment,4,6,False,10.1,False,True,True,False,2025-03-30 04:53:59
112,249,35.48851,7.4668,110784,342274,44,136,Apartment,1,2,False,7.2,False,False,True,True,2025-05-23 06:14:16
113,840,35.84375,6.50733,67902,289110,54,83,Villa,5,4,True,18.4,True,True,True,False,2025-06-21 01:57:46
114,188,35.19952,3.1981,192966,366874,82,104,Villa,4,3,True,3.6,False,True,False,False,2025-04-08 17:22:33
115,837,35.19233,0.36616,171647,272752,54,154,Studio,5,3,False,7.7,False,True,False,False,2024-12-21 19:07:49
116,492,36.31316,0.31501,81720,224175,100,168,Villa,3,4,False,6.7,False,False,False,False,2025-01-21 03:45:28
117,904,36.96228,-0.84798,120861,301905,90,148,Apartment,1,4,False,14.8,True,False,True,False,2024-08-19 00:26:40
118,233,36.0569,4.22912,61057,130642,55,91,Studio,1,4,False,18.2,True,True,False,False,2024-10-27 08:12:29
119,249,34.51008,5.62698,100382,335744,50,94,Studio,4,5,False,4.5,False,True,True,False,2025-05-06 02:41:21
120,689,36.67972,5.61473,57816,283693,87,181,Villa,2,1,False,4.9,False,False,True,True,2025-04-24 10:02:02
121,474,34.26586,5.99402,55892,279356,85,132,Studio,1,6,True,16.3,True,True,False,False,2025-02-14 10:59:32
122,389,35.26268,1.13742,133553,340021,84,143,House,2,1,False,9.1,True,True,True,False,2025-01-30 12:35:47
123,391,34.16335,4.93362,102349,328648,46,131,Villa,2,6,False,14.4,True,True,False,False,2025-06-04 14:34:02
124,958,34.65601,-0.51322,196528,302900,58,97,Villa,2,3,True,5.0,True,False,True,True,2024-07-28 20:18:20
125,628,34.53639,0.679,122370,406799,92,158,House,2,2,False,11.6,True,True,True,True,2025-02-19 16:42:31
126,556,35.75855,0.66345,86149,328085,86,110,House,5,4,True,18.2,False,False,False,True,2025-01-05 08:17:15
127,771,34.84735,1.73338,61964,165360,81,108,Studio,1,1,False,5.2,True,True,False,False,2025-02-27 00:54:51
128,100,34.59449,-0.7329,123161,173424,73,113,House,5,5,False,7.8,False,True,True,True,2024-12-12 16:51:21
129,570,35.82802,6.56479,176978,250989,75,126,House,2,3,False,12.1,False,True,True,False,2024-08-08 02:19:29
130,343,35.71749,5.34504,68430,287646,94,128,House,5,4,True,4.9,True,False,True,True,2025-06-15 00:30:41
131,372,36.65262,6.35587,198895,332185,85,178,Apartment,5,1,True,17.9,True,False,False,True,2025-04-09 11:03:39
132,465,35.79807,7.53376,54801,223425,54,107,House,2,6,True,3.6,False,True,True,True,2024-07-21 00:16:02
133,449,36.53871,4.90124,67656,256070,46,76,Studio,5,3,False,12.4,True,True,False,True,2025-01-25 06:10:03
134,823,36.66544,2.81541,67351,350487,49,80,Villa,5,6,False,6.0,True,False,False,False,2024-11-03 21:51:06
135,173,35.02265,3.76722,56710,216559,75,111,Studio,5,4,False,11.4,False,True,True,True,2024-08-31 07:51:08
136,284,34.22394,-0.03891,87128,147976,70,123,House,4,2,True,17.9,False,True,True,True,2024-09-02 08:23:18
137,208,35.74518,1.33032,114460,232313,52,75,Apartment,2,5,False,7.2,False,True,True,True,2025-04-23 08:00:26
138,258,34.74422,2.69555,164820,259839,96,146,Villa,3,6,False,15.9,False,True,True,True,2025-05-31 19:41:10
139,398,34.63691,5.94607,53665,266810,51,79,Studio,2,1,True,3.2,True,True,True,False,2024-09-13 14:52:06
140,818,34.88188,4.70447,85295,161939,47,105,House,2,4,False,1.2,False,False,False,False,2025-05-03 03:32:48
141,142,34.39691,-0.15505,199041,420000,43,129,House,4,4,False,19.7,True,True,True,True,2024-11-09 12:51:31
142,682,36.66803,6.75214,102009,170127,40,69,Apartment,1,6,True,5.6,True,False,False,True,2025-01-19 21:03:24
143,298,36.14819,-0.245,95611,293623,93,152,Apartment,1,3,False,4.7,False,False,True,True,2024-09-10 17:35:26
144,594,35.01609,6.99109,62762,314181,84,117,House,3,5,False,6.6,True,True,True,False,2025-04-14 08:56:04
145,568,34.48499,0.3164,108810,203272,96,192,Apartment,1,5,True,19.6,True,False,True,False,2025-06-11 21:33:21
146,860,36.22674,2.4163,56833,214595,64,89,Studio,4,5,True,13.4,False,True,True,False,2024-09-09 18:59:32
147,863,36.05512,3.73713,174559,278184,47,88,Apartment,4,3,False,19.5,False,True,True,False,2024-08-17 03:21:45
148,720,36.39625,6.62592,177895,460875,84,125,House,4,3,False,4.5,True,False,False,True,2025-05-26 19:22:34
149,815,36.21273,6.09411,190794,430438,80,173,Apartment,1,4,True,9.9,False,False,True,False,2025-04-01 19:10:52
150,279,36.15828,2.73288,190758,457084,54,98,Villa,4,1,True,8.3,False,True,True,True,2025-05-29 23:26:22
151,778,34.29884,4.59747,130283,429859,54,94,Studio,5,2,False,11.0,True,False,True,False,2024-11-09 18:29:59
152,752,34.75739,7.60217,91690,284385,78,105,Villa,4,5,True,17.0,False,True,False,False,2025-03-02 20:50:17
153,664,35.96507,1.55649,64387,260393,84,126,Apartment,4,5,False,8.1,False,False,True,True,2025-07-15 19:26:53
154,150,35.79754,7.71136,60620,301686,89,119,Apartment,3,1,True,14.8,True,True,True,False,2024-08-17 20:42:10
155,285,34.93243,1.61953,163303,341761,46,91,Villa,3,3,True,18.7,False,True,False,True,2025-06-08 17:20:50
156,967,34.49614,6.58326,160032,288322,78,135,Apartment,3,6,True,4.1,False,False,True,True,2025-01-17 13:30:18
157,565,35.7888,5.30823,106125,319770,77,142,Apartment,5,2,False,8.0,True,False,True,False,2025-02-06 08:24:17
158,500,34.4189,3.04318,131887,192698,92,154,Apartment,2,5,False,7.0,False,True,True,False,2025-01-16 05:45:52
159,418,35.44306,4.71547,114430,348875,91,141,Studio,5,6,False,17.1,True,True,False,True,2024-12-27 18:02:17
160,154,36.83725,4.06318,179107,238810,74,106,Studio,5,5,True,17.2,False,False,True,True,2024-12-11 11:31:18
161,701,36.3875,4.85715,111069,345079,40,113,Villa,5,3,True,8.6,True,True,True,True,2025-02-12 15:17:56
162,387,35.90614,7.11707,57621,343799,55,93,Studio,2,5,True,8.1,False,True,True,True,2025-04-11 15:02:49
163,548,35.05278,0.60667,102960,189269,47,95,House,4,1,True,5.3,True,True,False,True,2024-11-18 00:51:08
164,950,34.1904,6.12707,168451,428131,46,70,Villa,3,6,False,2.9,False,True,False,True,2025-01-19 03:13:26
165,883,36.73892,4.04216,121165,263585,44,88,House,4,1,True,5.8,False,True,False,False,2024-09-16 22:52:40
166,862,35.01279,-0.28232,55529,335321,83,150,House,1,2,True,7.6,True,False,False,False,2025-06-13 10:38:05
167,193,36.69721,3.51193,122818,328059,87,187,House,4,4,True,11.0,False,False,False,False,2024-10-13 17:59:06
168,162,36.80794,7.30633,115954,324629,87,178,Studio,1,6,True,18.1,False,False,True,False,2025-02-25 16:37:43
169,991,34.45734,7.85333,70742,160270,86,126,Villa,1,5,True,19.6,False,False,False,True,2024-11-24 03:46:56
170,593,36.2977,6.05341,85541,230396,90,190,Villa,2,5,False,17.0,False,True,False,False,2025-03-10 10:48:19
171,502,35.89215,6.07275,83574,278868,61,125,House,3,2,False,5.7,True,True,False,True,2025-02-05 10:02:33
172,726,35.22936,4.45006,162525,393121,60,94,Villa,3,3,False,17.7,False,True,True,True,2025-05-14 05:27:22
173,686,34.22203,3.84038,109114,246737,61,108,Villa,3,6,False,3.8,False,False,False,True,2024-10-16 02:58:22
174,967,35.11994,0.28901,62924,249261,78,104,Apartment,1,5,True,4.1,True,True,True,True,2025-02-15 12:33:47
175,631,35.56342,5.99296,56329,213372,85,166,House,4,2,False,5.9,False,True,True,True,2024-08-15 18:30:00
176,190,35.75681,6.25365,174682,254212,83,125,Apartment,3,1,False,14.9,True,True,True,True,2024-12-19 04:42:08
177,869,34.48669,0.82185,162921,216845,75,147,Studio,2,3,True,19.3,True,False,False,True,2024-12-07 20:08:39
178,448,34.05869,0.34868,158928,322172,97,122,Villa,4,5,True,5.1,False,True,True,False,2024-11-21 09:36:18
179,654,36.03025,3.40588,59190,257532,40,61,House,2,3,True,15.1,True,False,False,False,2025-02-08 16:39:22
180,330,36.43881,4.75404,91715,241988,42,129,House,3,6,False,14.0,True,True,True,True,2025-04-05 04:45:54
181,376,36.10095,7.26357,192443,464919,74,115,Villa,2,4,True,5.1,False,True,True,True,2024-09-06 16:44:32
182,981,36.45285,5.41092,175477,333408,98,129,Studio,3,4,True,8.8,True,True,True,False,2024-11-05 11:40:35
183,763,36.62453,5.54957,170903,320335,72,138,Studio,2,5,False,8.3,True,True,True,False,2024-10-02 06:08:04
184,159,34.49738,2.63098,157990,283501,52,119,Studio,1,2,True,2.1,False,True,True,True,2025-07-05 19:46:34
185,569,34.45701,1.35632,90510,338527,55,87,Studio,1,6,False,8.0,True,False,True,True,2024-12-02 13:20:36
186,665,36.53658,1.43941,79082,341140,54,119,Apartment,3,4,True,9.5,False,True,True,False,2025-04-28 19:41:03
187,809,35.7722,5.66658,108059,402176,57,84,Apartment,1,5,False,2.0,False,True,True,False,2024-08-04 02:32:41
188,731,36.64438,2.82177,195895,436420,76,135,Apartment,5,6,True,17.5,False,True,False,True,2024-10-09 00:37:53
189,824,36.55414,6.4536,86339,303240,51,95,Villa,3,1,True,9.1,True,False,True,False,2025-04-05 01:47:35
190,678,36.57716,7.27042,178497,298998,76,103,House,3,4,True,5.6,False,True,True,True,2024-08-09 08:21:51
191,822,35.65383,-0.50522,147170,328329,46,90,House,1,6,True,5.8,True,False,False,True,2024-12-30 00:42:16
192,112,35.6948,3.41052,167100,276089,82,118,House,1,5,True,1.2,False,False,True,True,2024-09-01 12:44:45
193,370,35.30681,5.47613,50500,253716,69,122,Studio,1,4,True,17.6,False,True,True,False,2024-09-04 14:53:55
194,252,34.78411,3.85003,101751,217523,90,168,Villa,5,5,False,5.9,False,True,True,False,2025-03-15 02:30:02
195,720,35.15867,7.32171,80801,264549,91,134,Apartment,3,3,False,11.0,True,True,True,True,2024-08-30 11:24:10
196,713,36.50911,-0.98302,104079,402792,60,147,House,1,1,False,16.7,False,True,False,True,2024-11-17 04:54:46
197,543,36.16036,-0.7782,113835,370511,57,122,House,3,2,True,9.5,True,True,False,False,2025-02-24 07:18:30
198,391,34.32114,3.37461,84335,342938,73,129,Studio,3,3,True,10.9,True,True,True,True,2025-06-17 14:26:54
199,448,35.91911,-0.72755,173631,238707,66,138,Studio,1,1,False,7.6,True,True,False,True,2025-06-02 20:56:52
200,558,35.08164,2.24391,116726,214780,99,178,Studio,4,5,True,15.5,False,True,True,False,2025-01-31 12:41:12
201,458,36.22233,6.92899,70471,299782,76,156,Villa,4,4,True,7.9,False,True,False,True,2024-07-28 07:55:36
202,999,36.71105,-0.45998,55576,264861,96,181,Studio,4,2,False,11.7,False,True,True,False,2025-05-21 07:11:25
203,734,34.53687,2.91625,148076,381814,75,148,Studio,5,3,True,19.3,True,False,True,True,2024-10-08 20:01:07
204,906,34.03772,1.62441,64514,341588,89,187,Studio,4,5,False,11.5,False,True,False,False,2025-01-11 03:22:00
205,275,34.66092,0.35745,63351,258856,98,190,Apartment,5,5,True,8.1,False,False,False,False,2025-02-27 04:22:57
206,959,36.56537,2.40543,120590,180886,94,143,House,2,3,True,8.7,False,False,True,False,2024-12-14 02:05:06
207,596,34.86115,3.27931,143486,301139,49,78,Studio,1,2,False,11.7,True,False,False,True,2024-12-01 05:13:37
208,407,34.5157,3.50851,136760,432280,98,180,Studio,2,1,False,17.4,True,False,False,False,2025-03-13 07:01:31
209,968,36.77812,4.23779,115852,365999,51,129,Apartment,2,6,True,6.2,False,False,False,False,2025-04-12 18:07:26
210,437,36.11021,5.18754,174908,266505,52,150,Studio,3,2,True,1.1,True,False,True,True,2025-07-14 21:20:25
211,760,34.26504,3.48015,64399,205767,72,123,Villa,4,2,True,11.3,False,True,False,False,2025-07-17 19:17:26
212,547,35.39464,3.24937,187376,364714,88,150,Villa,2,6,False,7.9,True,True,False,False,2024-09-21 03:57:40
213,357,36.78424,2.69058,128429,347173,50,125,Apartment,1,4,False,10.5,False,False,False,True,2024-09-16 05:55:16
214,726,34.85809,1.38429,57264,220464,45,67,House,3,2,True,5.5,True,False,True,False,2024-10-30 23:43:23
215,887,35.27537,0.3505,100643,287832,70,164,Studio,1,6,False,18.8,False,True,False,True,2025-01-27 01:00:47
216,312,34.66676,4.6419,189093,302451,67,113,Villa,1,6,False,4.9,False,True,False,True,2025-05-23 05:58:56
217,875,36.50847,2.02958,114988,198602,87,186,Studio,5,6,False,10.0,True,True,True,False,2024-12-27 12:39:56
218,137,35.84352,4.68223,161355,371285,43,64,Apartment,2,4,False,10.1,True,False,True,True,2024-08-13 01:45:16
219,710,36.04025,4.50135,174103,255095,41,104,Villa,5,3,False,6.4,True,False,True,True,2025-06-14 09:37:36
220,328,35.344,3.31765,188524,428830,81,133,Apartment,5,4,False,4.5,True,False,False,True,2025-05-17 15:15:05
221,740,34.58366,1.47314,182620,260544,98,125,Apartment,1,3,False,14.3,False,False,False,False,2025-01-16 01:57:23
222,337,34.55583,3.7048,146795,406336,93,167,House,3,4,False,13.3,False,True,False,True,2025-02-05 18:49:14
223,391,35.83568,0.8686,161861,445790,56,84,Apartment,5,3,False,18.0,True,False,True,False,2025-02-02 17:06:28
224,785,35.93126,-0.42934,110639,203934,72,130,Studio,5,4,True,8.2,True,True,False,False,2025-04-04 22:03:43
225,560,34.45571,2.26045,102799,155541,62,155,Apartment,3,5,True,6.9,False,True,False,True,2024-11-13 14:10:53
226,300,34.69436,5.68617,114120,272065,87,111,House,1,1,False,10.9,False,True,False,True,2024-11-02 11:58:26
227,767,36.49873,6.05304,195035,327101,69,162,Villa,3,5,False,11.9,True,False,False,True,2025-05-04 08:48:14
228,383,36.8228,5.6009,198787,491908,96,188,Villa,5,3,False,8.1,True,False,False,False,2024-10-16 06:04:30
229,181,35.91675,0.0148,142638,284906,85,166,House,1,6,False,3.3,False,False,False,False,2025-04-04 04:51:34
230,629,36.87905,5.91228,116270,340261,74,94,Villa,4,4,True,11.9,False,True,False,True,2024-08-04 19:11:21
231,915,35.72561,5.11848,116950,195710,49,92,House,4,6,False,17.0,False,True,False,False,2024-08-19 20:51:38
232,657,34.12594,0.2224,126410,281984,75,169,Studio,1,3,False,15.4,False,False,False,True,2024-10-28 04:48:44
233,125,36.54841,6.25111,111582,302905,99,147,Villa,2,5,True,13.3,True,False,True,True,2024-09-29 17:58:58
234,522,36.58647,-0.28384,121949,173593,88,121,House,2,4,False,17.3,True,False,True,False,2024-11-23 01:41:36
